t_wall,t_rel,cmd_pulse,cmd_steer_deg,drive_pulse_cmd,brake_level,ego_x_m,ego_y_m,ego_heading_deg,ego_pulse,ego_wp_idx,ego_wp_total,ego_fix_ok,cte_m,heading_err_deg,target_idx,target_dist_m,goal_dist_m,gps_course_deg,fuse_corr_deg,gyro_z_dps,brake_latched,head_init_deg,head_sigma_deg,head_resid_m,head_dist_m,ref_pulse,out_pulse,meas_pulse,cte_integral,cte_i_term_deg,goal_phase,encoder_sum,speed_kmh,steer_measured_deg,throttle_raw,control_state,vehicle_mode,estop,board_status,drive_state,drive_cmd,drive_event,fix_lat,fix_lon,fix_alt_m,fix_status,fix_cov_xx,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_acc_x,imu_acc_y,imu_acc_z
1786689953.889022,0.036,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,False,False,"A:0,B:0,ESTOP:0,MODE:0",,,,36.967603995,127.87271822166667,121.565,2,0.00013924,,,,,,,,,,
1786689953.939113,0.086,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,False,False,"A:0,B:0,ESTOP:0,MODE:0",,,,36.967603995,127.87271822166667,121.565,2,0.00013924,,,,,,,,,,
1786689953.989107,0.136,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,False,False,"A:0,B:0,ESTOP:0,MODE:0",,,,36.967603995,127.87271822166667,121.565,2,0.00013924,,,,,,,,,,
1786689954.039129,0.186,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,False,False,False,"A:0,B:0,ESTOP:0,MODE:0",,,,36.967603995,127.87271822166667,121.565,2,0.00013924,,,,,,,,,,
1786689954.089209,0.236,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,False,False,False,"A:1,B:0,ESTOP:0,MODE:0",,,,36.967603995,127.87271822166667,121.565,2,0.00013924,,,,,,,,,,
1786689954.139035,0.286,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,False,False,False,"A:1,B:0,ESTOP:0,MODE:0",,,,36.96760398333333,127.87271820666666,121.569,2,0.00013924,,,,,,,,,,
1786689954.189048,0.336,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,False,False,False,"A:1,B:0,ESTOP:0,MODE:0",,,,36.96760398333333,127.87271820666666,121.569,2,0.00013924,,,,,,,,,,
1786689954.239026,0.386,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,False,False,False,"A:1,B:0,ESTOP:0,MODE:0",,,,36.96760398333333,127.87271820666666,121.569,2,0.00013924,,,,,,,,,,
1786689954.289089,0.436,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,False,False,False,"A:1,B:0,ESTOP:0,MODE:0",,,,36.96760398333333,127.87271820666666,121.569,2,0.00013924,,,,,,,,,,
1786689954.339078,0.486,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,False,False,False,"A:1,B:0,ESTOP:0,MODE:0",,,,36.967604036666664,127.87271817833333,121.56,2,0.00013924,,,,,,,,,,
1786689954.389024,0.536,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,False,False,False,"A:1,B:0,ESTOP:0,MODE:0",,,,36.967604036666664,127.87271817833333,121.56,2,0.00013924,,,,,,,,,,
